timestamp,location,detected_type,speed,certainty,zones,time_elapsed,speed_mph,is_confident
2025-10-06 18:55:29.458,dunbarton,Car,5.267415625732292,0.6429531402099634,['Unknown'],0,5.267415625732292,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.9072467060067522,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.9300000000000006,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.8157897554861213,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.7235993495851598,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.8657017803010741,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.7310389906381115,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.98,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,1.0,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.7963769707214008,['Unknown'],0,0.0,True
2025-10-06 18:55:29.458,dunbarton,Car,0.0,0.9217333197505376,['Unknown'],0,0.0,True
2025-10-06 18:55:30.260,dunbarton,Car,14.355740683263472,0.6782521438749592,['Unknown'],0,14.355740683263472,True
2025-10-06 18:55:33.717,dunbarton,Car,7.789850900222857,0.5119852284851347,['SB 1'],0,7.789850900222857,True
2025-10-06 18:55:34.319,dunbarton,Car,7.928745593059045,0.4113108821103994,['Unknown'],0,7.928745593059045,False
